tag,company,last_update,last_values
CMIIW,CM Life Sciences II Inc. Warrant,2000-01-01,0
CMLF,CM Life Sciences Inc. Class A Common Stock,2000-01-01,0
CMLFU,CM Life Sciences Inc. Unit,2000-01-01,0
CMLFW,CM Life Sciences Inc. Warrant,2000-01-01,0
CMLS,Cumulus Media Inc. Class A Common Stock,2000-01-01,0
CMLTU,CM Life Sciences III Inc. Unit,2000-01-01,0
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,2000-01-01,0
CMPI,Checkmate Pharmaceuticals Inc. Common Stock,2000-01-01,0
CMPR,Cimpress plc Ordinary Shares (Ireland),2000-01-01,0
CMPS,COMPASS Pathways Plc American Depository Shares,2000-01-01,0
CMRX,Chimerix Inc. Common Stock,2000-01-01,0
CMTL,Comtech Telecommunications Corp. Common Stock,2000-01-01,0
CNBKA,Century Bancorp Inc. Class A Common Stock,2000-01-01,0
CNCE,Concert Pharmaceuticals Inc. Common Stock,2000-01-01,0
CNDT,Conduent Incorporated Common Stock ,2000-01-01,0
CNET,ZW Data Action Technologies Inc. Common Stock,2000-01-01,0
CNEY,CN Energy Group Inc. Ordinary Shares,2000-01-01,0
CNFR,Conifer Holdings Inc. Common Stock,2000-01-01,0
CNFRL,Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023,2000-01-01,0
CNNB,Cincinnati Bancorp Inc. Common Stock,2000-01-01,0
CNOB,ConnectOne Bancorp Inc. Common Stock,2000-01-01,0
CNSL,Consolidated Communications Holdings Inc. Common Stock,2000-01-01,0
CNSP,CNS Pharmaceuticals Inc. Common Stock,2000-01-01,0
CNST,Constellation Pharmaceuticals Inc. Common Stock,2000-01-01,0
CNTA,Centessa Pharmaceuticals plc American Depositary Shares,2000-01-01,0
CNTB,Connect Biopharma Holdings Limited American Depositary Shares,2000-01-01,0
CNTG,Centogene N.V. Common Shares,2000-01-01,0
CNTY,Century Casinos Inc. Common Stock,2000-01-01,0
CNXC,Concentrix Corporation Common Stock,2000-01-01,0
CNXN,PC Connection Inc. Common Stock,2000-01-01,0
COCP,Cocrystal Pharma Inc. Common Stock,2000-01-01,0
CODA,Coda Octopus Group Inc. Common stock,2000-01-01,0
CODX,Co-Diagnostics Inc. Common Stock,2000-01-01,0
COFS,ChoiceOne Financial Services Inc. Common Stock,2000-01-01,0
COGT,Cogent Biosciences Inc. Common Stock,2000-01-01,0
COHR,Coherent Inc. Common Stock,2000-01-01,0
COHU,Cohu Inc. Common Stock,2000-01-01,0
COIN,Coinbase Global Inc. Class A Common Stock,2000-01-01,0
COKE,Coca-Cola Consolidated Inc. Common Stock,2000-01-01,0
COLB,Columbia Banking System Inc. Common Stock,2000-01-01,0
COLI,Colicity Inc. Class A Common Stock,2000-01-01,0
COLIU,Colicity Inc. Units,2000-01-01,0
COLIW,Colicity Inc. Warrant,2000-01-01,0
COLL,Collegium Pharmaceutical Inc. Common Stock,2000-01-01,0
COLM,Columbia Sportswear Company Common Stock,2000-01-01,0
COMM,CommScope Holding Company Inc. Common Stock,2000-01-01,0
COMS,ComSovereign Holding Corp. Common Stock,2000-01-01,0
COMSW,ComSovereign Holding Corp. Warrants,2000-01-01,0
CONE,CyrusOne Inc Common Stock,2000-01-01,0
CONN,Conn's Inc. Common Stock,2000-01-01,0
CONX,CONX Corp. Class A Common Stock,2000-01-01,0
CONXU,CONX Corp. Unit,2000-01-01,0
CONXW,CONX Corp. Warrant,2000-01-01,0
COOL,Corner Growth Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
COOLU,Corner Growth Acquisition Corp. Unit,2000-01-01,0
COOLW,Corner Growth Acquisition Corp. Warrant,2000-01-01,0
COOP,Mr. Cooper Group Inc. Common Stock,2000-01-01,0
CORE,Core Mark Holding Co Inc Common Stock,2000-01-01,0
CORT,Corcept Therapeutics Incorporated Common Stock,2000-01-01,0
COST,Costco Wholesale Corporation Common Stock,2000-01-01,0
COUP,Coupa Software Incorporated Common Stock,2000-01-01,0
COVA,COVA Acquisition Corp. Class A Ordinary Share,2000-01-01,0
COVAU,COVA Acquisition Corp. Unit,2000-01-01,0
COVAW,COVA Acquisition Corp. Warrants to purchase Class A ordinary shares,2000-01-01,0
COWN,Cowen Inc. Class A Common Stock,2000-01-01,0
COWNL,Cowen Inc. 7.75% Senior Notes due 2033,2000-01-01,0
CPARU,Catalyst Partners Acquisition Corp. Unit,2000-01-01,0
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,2000-01-01,0
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,2000-01-01,0
CPLP,Capital Product Partners L.P. Common Units,2000-01-01,0
CPRT,Copart Inc. (DE) Common Stock,2000-01-01,0
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,2000-01-01,0
CPSH,CPS Technologies Corp. Common Stock,2000-01-01,0
CPSI,Computer Programs and Systems Inc. Common Stock,2000-01-01,0
CPSS,Consumer Portfolio Services Inc. Common Stock,2000-01-01,0
CPTA,Capitala Finance Corp. Common Stock,2000-01-01,0
CPTAG,Capitala Finance Corp. 5.75% Convertible Notes Due 2022,2000-01-01,0
CPTAL,Capitala Finance Corp. 6% Notes Due 2022,2000-01-01,0
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,2000-01-01,0
CRAI,CRA International Inc. Common Stock,2000-01-01,0
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,2000-01-01,0
CRCT,Cricut Inc. Class A Common Stock,2000-01-01,0
CRDF,Cardiff Oncology Inc. Common Stock,2000-01-01,0
CREE,Cree Inc. Common Stock,2000-01-01,0
CREG,China Recycling Energy Corporation Common Stock,2000-01-01,0
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,2000-01-01,0
CREX,Creative Realities Inc. Common Stock,2000-01-01,0
CREXW,Creative Realities Inc. Warrant,2000-01-01,0
CRIS,Curis Inc. Common Stock,2000-01-01,0
CRKN,Crown Electrokinetics Corp. Common Stock,2000-01-01,0
CRMD,CorMedix Inc. Common Stock,2000-01-01,0
CRMT,America's Car-Mart Inc Common Stock,2000-01-01,0
CRNC,Cerence Inc. Common Stock,2000-01-01,0
CRNT,Ceragon Networks Ltd. Ordinary Shares,2000-01-01,0
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,2000-01-01,0
CRON,Cronos Group Inc. Common Share,2000-01-01,0
CROX,Crocs Inc. Common Stock,2000-01-01,0
CRSA,Crescent Acquisition Corp Class A Common Stock,2000-01-01,0
CRSAU,Crescent Acquisition Corp Unit,2000-01-01,0
CRSAW,Crescent Acquisition Corp Warrant,2000-01-01,0
CRSP,CRISPR Therapeutics AG Common Shares,2000-01-01,0
CRSR,Corsair Gaming Inc. Common Stock,2000-01-01,0
CRTD,Creatd Inc. Common Stock,2000-01-01,0
CRTO,Criteo S.A. American Depositary Shares,2000-01-01,0
CRTX,Cortexyme Inc. Common Stock,2000-01-01,0
CRUS,Cirrus Logic Inc. Common Stock,2000-01-01,0
CRVL,CorVel Corp. Common Stock,2000-01-01,0
CRVS,Corvus Pharmaceuticals Inc. Common Stock,2000-01-01,0
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,2000-01-01,0
CRWS,Crown Crafts Inc Common Stock,2000-01-01,0
CRZNU,Corazon Capital V838 Monoceros Corp Unit,2000-01-01,0
CRZNW,Corazon Capital V838 Monoceros Corp Warrant,2000-01-01,0
CSBR,Champions Oncology Inc. Common Stock,2000-01-01,0
CSCO,Cisco Systems Inc. Common Stock (DE),2000-01-01,0
CSCW,Color Star Technology Co. Ltd. Ordinary Shares,2000-01-01,0
CSGP,CoStar Group Inc. Common Stock,2000-01-01,0
CSGS,CSG Systems International Inc. Common Stock,2000-01-01,0
CSII,Cardiovascular Systems Inc. Common Stock,2000-01-01,0
CSIQ,Canadian Solar Inc. Common Shares (BC),2000-01-01,0
CSOD,Cornerstone OnDemand Inc. Common Stock,2000-01-01,0
CSPI,CSP Inc. Common Stock,2000-01-01,0
CSQ,Calamos Strategic Total Return Common Stock,2000-01-01,0
CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,2000-01-01,0
CSSEN,Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025,2000-01-01,0
CSSEP,Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,2000-01-01,0
CSTE,Caesarstone Ltd. Ordinary Shares,2000-01-01,0
CSTL,Castle Biosciences Inc. Common Stock,2000-01-01,0
CSTR,CapStar Financial Holdings Inc. Common Stock,2000-01-01,0
CSWC,Capital Southwest Corporation Common Stock,2000-01-01,0
CSWI,CSW Industrials Inc. Common Stock,2000-01-01,0
CSX,CSX Corporation Common Stock,2000-01-01,0
CTAQ,Carney Technology Acquisition Corp. II Class A Common Stock,2000-01-01,0
CTAQU,Carney Technology Acquisition Corp. II Units,2000-01-01,0
CTAQW,Carney Technology Acquisition Corp. II Warrant,2000-01-01,0
CTAS,Cintas Corporation Common Stock,2000-01-01,0
CTBI,Community Trust Bancorp Inc. Common Stock,2000-01-01,0
CTG,Computer Task Group Inc. Common Stock,2000-01-01,0
CTHR,Charles & Colvard Ltd Common Stock,2000-01-01,0
CTIB,Yunhong CTI Ltd. Common Stock,2000-01-01,0
CTIC,CTI BioPharma Corp. (DE) Common Stock,2000-01-01,0
CTLP,Cantaloupe Inc. Common Stock,2000-01-01,0
CTMX,CytomX Therapeutics Inc. Common Stock,2000-01-01,0
CTRE,CareTrust REIT Inc. Common Stock,2000-01-01,0
CTRM,Castor Maritime Inc. Common Shares,2000-01-01,0
CTRN,Citi Trends Inc. Common Stock,2000-01-01,0
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,2000-01-01,0
CTSO,Cytosorbents Corporation Common Stock,2000-01-01,0
CTXR,Citius Pharmaceuticals Inc. Common Stock,2000-01-01,0
CTXRW,Citius Pharmaceuticals Inc. Warrant,2000-01-01,0
CTXS,Citrix Systems Inc. Common Stock,2000-01-01,0
CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,2000-01-01,0
CUE,Cue Biopharma Inc. Common Stock,2000-01-01,0
CUEN,Cuentas Inc. Common Stock,2000-01-01,0
CUENW,Cuentas Inc. Warrant,2000-01-01,0
CURI,CuriosityStream Inc. Class A Common Stock,2000-01-01,0
CURIW,CuriosityStream Inc. Warrant,2000-01-01,0
CUTR,Cutera Inc. Common Stock,2000-01-01,0
CVAC,CureVac N.V. Ordinary Shares,2000-01-01,0
CVBF,CVB Financial Corporation Common Stock,2000-01-01,0
CVCO,Cavco Industries Inc. Common Stock When Issued,2000-01-01,0
CVCY,Central Valley Community Bancorp Common Stock,2000-01-01,0
CVET,Covetrus Inc. Common Stock,2000-01-01,0
CVGI,Commercial Vehicle Group Inc. Common Stock,2000-01-01,0
CVGW,Calavo Growers Inc. Common Stock,2000-01-01,0
CVLG,Covenant Logistics Group Inc. Class A Common Stock,2000-01-01,0
CVLT,Commvault Systems Inc. Common Stock,2000-01-01,0
CVLY,Codorus Valley Bancorp Inc Common Stock,2000-01-01,0
CVV,CVD Equipment Corporation Common Stock,2000-01-01,0
CWBC,Community West Bancshares Common Stock,2000-01-01,0
CWBR,CohBar Inc. Common Stock,2000-01-01,0
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,2000-01-01,0
CWST,Casella Waste Systems Inc. Class A Common Stock,2000-01-01,0
CXDC,China XD Plastics Company Limited Common Stock,2000-01-01,0
CXDO,Crexendo Inc. Common Stock,2000-01-01,0
CYAD,Celyad Oncology SA American Depositary Shares,2000-01-01,0
CYAN,Cyanotech Corporation Common Stock,2000-01-01,0
CYBE,CyberOptics Corporation Common Stock,2000-01-01,0
CYBR,CyberArk Software Ltd. Ordinary Shares,2000-01-01,0
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,2000-01-01,0
CYCCP,Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,2000-01-01,0
CYCN,Cyclerion Therapeutics Inc. Common Stock,2000-01-01,0
CYRN,CYREN Ltd. Ordinary Shares,2000-01-01,0
CYRX,CryoPort Inc. Common Stock,2000-01-01,0
CYTH,Cyclo Therapeutics Inc. Common Stock,2000-01-01,0
CYTHW,Cyclo Therapeutics Inc. Warrant,2000-01-01,0
CYTK,Cytokinetics Incorporated Common Stock,2000-01-01,0
CZNC,Citizens & Northern Corp Common Stock,2000-01-01,0
CZR,Caesars Entertainment Inc. Common Stock,2000-01-01,0
CZWI,Citizens Community Bancorp Inc. Common Stock,2000-01-01,0
DADA,Dada Nexus Limited American Depositary Shares,2000-01-01,0
DAIO,Data I/O Corporation Common Stock,2000-01-01,0
DAKT,Daktronics Inc. Common Stock,2000-01-01,0
DARE,Dare Bioscience Inc. Common Stock,2000-01-01,0
DAWN,Day One Biopharmaceuticals Inc. Common Stock,2000-01-01,0
DBDR,Roman DBDR Tech Acquisition Corp. Class A Common Stock,2000-01-01,0
DBDRU,Roman DBDR Tech Acquisition Corp. Unit,2000-01-01,0
DBDRW,Roman DBDR Tech Acquisition Corp. Warrant,2000-01-01,0
DBGI,Digital Brands Group Inc. Common Stock,2000-01-01,0
DBGIW,Digital Brands Group Inc. Warrant,2000-01-01,0
DBTX,Decibel Therapeutics Inc. Common Stock,2000-01-01,0
DBVT,DBV Technologies S.A. American Depositary Shares,2000-01-01,0
DBX,Dropbox Inc. Class A Common Stock,2000-01-01,0
DCBO,Docebo Inc. Common Shares,2000-01-01,0
DCOM,Dime Community Bancshares Inc. Common Stock,2000-01-01,0
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,2000-01-01,0
DCPH,Deciphera Pharmaceuticals Inc. Common Stock,2000-01-01,0
DCRB,Decarbonization Plus Acquisition Corporation Class A Common Stock,2000-01-01,0
DCRBU,Decarbonization Plus Acquisition Corporation Unit,2000-01-01,0
DCRBW,Decarbonization Plus Acquisition Corporation Warrant,2000-01-01,0
DCRC,Decarbonization Plus Acquisition Corporation III Class A Common Stock,2000-01-01,0
DCRCU,Decarbonization Plus Acquisition Corporation III Unit,2000-01-01,0
DCRCW,Decarbonization Plus Acquisition Corporation III Warrant,2000-01-01,0
DCRN,Decarbonization Plus Acquisition Corporation II Class A Common stock,2000-01-01,0
DCRNU,Decarbonization Plus Acquisition Corporation II Unit,2000-01-01,0
DCRNW,Decarbonization Plus Acquisition Corporation II Warrant,2000-01-01,0
DCT,Duck Creek Technologies Inc. Common Stock,2000-01-01,0
DCTH,Delcath Systems Inc. Common Stock,2000-01-01,0
DDMX,DD3 Acquisition Corp. II Class A Common Stock,2000-01-01,0
DDMXU,DD3 Acquisition Corp. II Unit,2000-01-01,0
DDMXW,DD3 Acquisition Corp. II Warrant,2000-01-01,0
DDOG,Datadog Inc. Class A Common Stock,2000-01-01,0
DENN,Denny's Corporation Common Stock,2000-01-01,0
DFFN,Diffusion Pharmaceuticals Inc. Common Stock,2000-01-01,0
DFH,Dream Finders Homes Inc. Class A Common Stock,2000-01-01,0
DFHT,Deerfield Healthcare Technology Acquisitions Corp. Class A Common Stock,2000-01-01,0
DFHTU,Deerfield Healthcare Technology Acquisitions Corp. Unit,2000-01-01,0
DFHTW,Deerfield Healthcare Technology Acquisitions Corp. Warrant,2000-01-01,0
DFPH,DFP Healthcare Acquisitions Corp. Class A Common Stock,2000-01-01,0
DFPHW,DFP Healthcare Acquisitions Corp. Warrant,2000-01-01,0
DGICA,Donegal Group Inc. Class A Common Stock,2000-01-01,0
DGICB,Donegal Group Inc. Class B Common Stock,2000-01-01,0
DGII,Digi International Inc. Common Stock,2000-01-01,0
DGLY,Digital Ally Inc. Common Stock,2000-01-01,0
DGNS,Dragoneer Growth Opportunities Corp. II Class A Ordinary Shares,2000-01-01,0
DGNU,Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares,2000-01-01,0
DHBC,DHB Capital Corp. Class A common stock,2000-01-01,0
DHBCU,DHB Capital Corp. Unit,2000-01-01,0
DHBCW,DHB Capital Corp. Warrant,2000-01-01,0
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,2000-01-01,0
DHCA,DHC Acquisition Corp. Class A ordinary share,2000-01-01,0
DHCAU,DHC Acquisition Corp. Unit,2000-01-01,0
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,2000-01-01,0
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,2000-01-01,0
DHHC,DiamondHead Holdings Corp. Class A Common Stock,2000-01-01,0
DHHCU,DiamondHead Holdings Corp. Unit,2000-01-01,0
DHHCW,DiamondHead Holdings Corp. Warrant,2000-01-01,0
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,2000-01-01,0
DIOD,Diodes Incorporated Common Stock,2000-01-01,0
DISA,Disruptive Acquisition Corporation I Class A Ordinary Shares,2000-01-01,0
DISAU,Disruptive Acquisition Corporation I Unit,2000-01-01,0
DISAW,Disruptive Acquisition Corporation I Warrant,2000-01-01,0
DISCA,Discovery Inc. Series A Common Stock,2000-01-01,0
DISCB,Discovery Inc. Series B Common Stock,2000-01-01,0
DISCK,Discovery Inc. Series C Common Stock,2000-01-01,0
DISH,DISH Network Corporation Class A Common Stock,2000-01-01,0
DJCO,Daily Journal Corp. (S.C.) Common Stock,2000-01-01,0
DKDCU,Data Knights Acquisition Corp. Unit,2000-01-01,0
DKNG,DraftKings Inc. Class A Common Stock,2000-01-01,0
DLCA,Deep Lake Capital Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
DLCAU,Deep Lake Capital Acquisition Corp. Unit,2000-01-01,0
DLCAW,Deep Lake Capital Acquisition Corp. Warrant,2000-01-01,0
DLHC,DLH Holdings Corp.,2000-01-01,0
DLPN,Dolphin Entertainment Inc. Common Stock,2000-01-01,0
DLTH,Duluth Holdings Inc. Class B Common Stock,2000-01-01,0
DLTR,Dollar Tree Inc. Common Stock,2000-01-01,0
DMAC,DiaMedica Therapeutics Inc. Common Stock,2000-01-01,0
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,2000-01-01,0
DMRC,Digimarc Corporation Common Stock,2000-01-01,0
DMTK,DermTech Inc. Common Stock,2000-01-01,0
DNLI,Denali Therapeutics Inc. Common Stock,2000-01-01,0
DOCU,DocuSign Inc. Common Stock,2000-01-01,0
DOGZ,Dogness (International) Corporation Class A Common Stock,2000-01-01,0
DOMO,Domo Inc. Class B Common Stock,2000-01-01,0
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,2000-01-01,0
DORM,Dorman Products Inc. Common Stock,2000-01-01,0
DOX,Amdocs Limited Ordinary Shares,2000-01-01,0
DOYU,DouYu International Holdings Limited ADS,2000-01-01,0
DRIO,DarioHealth Corp. Common Stock,2000-01-01,0
DRNA,Dicerna Pharmaceuticals Inc. Common Stock,2000-01-01,0
DRRX,DURECT Corporation Common Stock,2000-01-01,0
DRTT,DIRTT Environmental Solutions Ltd. Common Shares,2000-01-01,0
DRVN,Driven Brands Holdings Inc. Common Stock,2000-01-01,0
DSAC,Duddell Street Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
DSACU,Duddell Street Acquisition Corp. Unit,2000-01-01,0
DSACW,Duddell Street Acquisition Corp. Warrant,2000-01-01,0
DSEY,Diversey Holdings Ltd. Ordinary Shares,2000-01-01,0
DSGN,Design Therapeutics Inc. Common Stock,2000-01-01,0
DSGX,Descartes Systems Group Inc. (The) Common Stock,2000-01-01,0
DSKE,Daseke Inc. Common Stock,2000-01-01,0
DSKEW,Daseke Inc. Warrant,2000-01-01,0
DSP,Viant Technology Inc. Class A Common Stock,2000-01-01,0
DSPG,DSP Group Inc. Common Stock,2000-01-01,0
DSWL,Deswell Industries Inc. Common Shares,2000-01-01,0
DTEA,DAVIDsTEA Inc. Common Stock,2000-01-01,0
DTIL,Precision BioSciences Inc. Common Stock,2000-01-01,0
DTOC,Digital Transformation Opportunities Corp. Class A Common Stock,2000-01-01,0
DTOCU,Digital Transformation Opportunities Corp. Units,2000-01-01,0
DTOCW,Digital Transformation Opportunities Corp. Warrant,2000-01-01,0
DTSS,Datasea Inc. Common Stock,2000-01-01,0
DTST,Data Storage Corporation Common Stock,2000-01-01,0
DTSTW,Data Storage Corporation Warrant,2000-01-01,0
DUNE,Dune Acquisition Corporation Class A Common Stock,2000-01-01,0
DUNEU,Dune Acquisition Corporation Unit,2000-01-01,0
DUNEW,Dune Acquisition Corporation Warrant,2000-01-01,0
DUO,Fangdd Network Group Ltd. American Depositary Shares,2000-01-01,0
DUOT,Duos Technologies Group Inc. Common Stock,2000-01-01,0
DVAX,Dynavax Technologies Corporation Common Stock,2000-01-01,0
DWSN,Dawson Geophysical Company Common Stock,2000-01-01,0
DXCM,DexCom Inc. Common Stock,2000-01-01,0
DXPE,DXP Enterprises Inc. Common Stock,2000-01-01,0
DXYN,Dixie Group Inc. (The) Common Stock,2000-01-01,0
DYAI,Dyadic International Inc. Common Stock,2000-01-01,0
DYN,Dyne Therapeutics Inc. Common Stock,2000-01-01,0
DYNS,Dynamics Special Purpose Corp. Class A Common Stock,2000-01-01,0
DYNT,Dynatronics Corporation Common Stock,2000-01-01,0
DZSI,DZS Inc. Common Stock,2000-01-01,0
EA,Electronic Arts Inc. Common Stock,2000-01-01,0
EAC,Edify Acquisition Corp. Class A Common Stock,2000-01-01,0
EACPU,Edify Acquisition Corp. Units,2000-01-01,0
EACPW,Edify Acquisition Corp. Warrant,2000-01-01,0
EAR,Eargo Inc. Common Stock,2000-01-01,0
EARS,Auris Medical Holding Ltd. Common Shares 0.01 SF (Bermuda),2000-01-01,0
EAST,Eastside Distilling Inc. Common Stock,2000-01-01,0
EBAC,European Biotech Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
EBACU,European Biotech Acquisition Corp. Units,2000-01-01,0
EBACW,European Biotech Acquisition Corp. Warrant,2000-01-01,0
EBAY,eBay Inc. Common Stock,2000-01-01,0
EBC,Eastern Bankshares Inc. Common Stock,2000-01-01,0
EBET,Esports Technologies Inc. Common Stock,2000-01-01,0
EBIX,Ebix Inc. Common Stock,2000-01-01,0
EBMT,Eagle Bancorp Montana Inc. Common Stock,2000-01-01,0
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,2000-01-01,0
EBSB,Meridian Bancorp Inc. Common Stock,2000-01-01,0
EBTC,Enterprise Bancorp Inc Common Stock,2000-01-01,0
ECHO,Echo Global Logistics Inc. Common Stock,2000-01-01,0
ECOL,US Ecology Inc Common Stock,2000-01-01,0
ECOR,electroCore Inc. Common Stock,2000-01-01,0
ECPG,Encore Capital Group Inc Common Stock,2000-01-01,0
EDAP,EDAP TMS S.A. American Depositary Shares,2000-01-01,0
EDIT,Editas Medicine Inc. Common Stock,2000-01-01,0
EDRY,EuroDry Ltd. Common Shares ,2000-01-01,0
EDSA,Edesa Biotech Inc. Common Shares,2000-01-01,0
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,2000-01-01,0
EDTX,EdtechX Holdings Acquisition Corp. II Class A common stock,2000-01-01,0
EDTXU,EdtechX Holdings Acquisition Corp. II Unit,2000-01-01,0
EDTXW,EdtechX Holdings Acquisition Corp. II Warrant,2000-01-01,0
EDUC,Educational Development Corporation Common Stock,2000-01-01,0
EEFT,Euronet Worldwide Inc. Common Stock,2000-01-01,0
EEIQ,Elite Education Group International Ltd. Common Stock,2000-01-01,0
EFOI,Energy Focus Inc. Common Stock,2000-01-01,0
EFSC,Enterprise Financial Services Corporation Common Stock,2000-01-01,0
EGAN,eGain Corporation Common Stock,2000-01-01,0
EGBN,Eagle Bancorp Inc. Common Stock,2000-01-01,0
EGLE,Eagle Bulk Shipping Inc. Common Stock,2000-01-01,0
EGLX,Enthusiast Gaming Holdings Inc. Common Stock,2000-01-01,0
EGRX,Eagle Pharmaceuticals Inc. Common Stock,2000-01-01,0
EH,EHang Holdings Limited ADS,2000-01-01,0
EHTH,eHealth Inc. Common Stock,2000-01-01,0
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,2000-01-01,0
EJFA,EJF Acquisition Corp. Class A Ordinary Share,2000-01-01,0
EJFAU,EJF Acquisition Corp. Unit,2000-01-01,0
EJFAW,EJF Acquisition Corp. Warrant,2000-01-01,0
EJH,E-Home Household Service Holdings Limited Ordinary Shares,2000-01-01,0
EKSO,Ekso Bionics Holdings Inc. Common Stock,2000-01-01,0
ELDN,Eledon Pharmaceuticals Inc. Common Stock,2000-01-01,0
ELOX,Eloxx Pharmaceuticals Inc. Common Stock,2000-01-01,0
ELSE,Electro-Sensors Inc. Common Stock,2000-01-01,0
ELTK,Eltek Ltd. Ordinary Shares,2000-01-01,0
ELYS,Elys Game Technology Corp. Common Stock,2000-01-01,0
EM,Smart Share Global Limited American Depositary Shares,2000-01-01,0
EMCF,Emclaire Financial Corp Common Stock,2000-01-01,0
EMKR,EMCORE Corporation Common Stock,2000-01-01,0
EML,Eastern Company (The) Common Stock,2000-01-01,0
ENDP,Endo International plc Ordinary Shares,2000-01-01,0
ENFA,890 5th Avenue Partners Inc. Class A Common Stock,2000-01-01,0
ENFAU,890 5th Avenue Partners Inc. Unit,2000-01-01,0
ENFAW,890 5th Avenue Partners Inc. Warrant,2000-01-01,0
ENG,ENGlobal Corporation Common Stock,2000-01-01,0
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,2000-01-01,0
ENNV,ECP Environmental Growth Opportunities Corp. Class A Common Stock,2000-01-01,0
ENNVU,ECP Environmental Growth Opportunities Corp. Unit,2000-01-01,0
ENNVW,ECP Environmental Growth Opportunities Corp. Warrants,2000-01-01,0
ENOB,Enochian Biosciences Inc. Common Stock,2000-01-01,0
ENPH,Enphase Energy Inc. Common Stock,2000-01-01,0
ENSG,The Ensign Group Inc. Common Stock,2000-01-01,0
ENTA,Enanta Pharmaceuticals Inc. Common Stock,2000-01-01,0
ENTG,Entegris Inc. Common Stock,2000-01-01,0
ENTX,Entera Bio Ltd. Ordinary Shares,2000-01-01,0
ENTXW,Entera Bio Ltd. Warrant,2000-01-01,0
ENVB,Enveric Biosciences Inc. Common Stock,2000-01-01,0
ENVI,Environmental Impact Acquisition Corp. Class A Common Stock,2000-01-01,0
ENVIU,Environmental Impact Acquisition Corp. Unit,2000-01-01,0
ENVIW,Environmental Impact Acquisition Corp. Warrant,2000-01-01,0
EOLS,Evolus Inc. Common Stock,2000-01-01,0
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,2000-01-01,0
EOSEW,Eos Energy Enterprises Inc. Warrant,2000-01-01,0
EPAY,Bottomline Technologies Inc. Common Stock,2000-01-01,0
EPHY,Epiphany Technology Acquisition Corp. Class A Common Stock,2000-01-01,0
EPHYU,Epiphany Technology Acquisition Corp. Unit,2000-01-01,0
EPHYW,Epiphany Technology Acquisition Corp. Warrant,2000-01-01,0
EPIX,ESSA Pharma Inc. Common Stock,2000-01-01,0
EPSN,Epsilon Energy Ltd. Common Share,2000-01-01,0
EPZM,Epizyme Inc. Common Stock,2000-01-01,0
EQ,Equillium Inc. Common Stock,2000-01-01,0
EQBK,Equity Bancshares Inc. Class A Common Stock,2000-01-01,0
EQIX,Equinix Inc. Common Stock REIT,2000-01-01,0
EQOS,Diginex Limited Ordinary Shares,2000-01-01,0
ERES,East Resources Acquisition Company Class A Common Stock,2000-01-01,0
ERESU,East Resources Acquisition Company Unit,2000-01-01,0
ERESW,East Resources Acquisition Company Warrant,2000-01-01,0
ERIC,Ericsson American Depositary Shares,2000-01-01,0
ERIE,Erie Indemnity Company Class A Common Stock,2000-01-01,0
ERII,Energy Recovery Inc. Common Stock,2000-01-01,0
ERYP,Erytech Pharma S.A. American Depositary Shares,2000-01-01,0
ESBK,Elmira Savings Bank Elmira NY Common Stock,2000-01-01,0
ESCA,Escalade Incorporated Common Stock,2000-01-01,0
