tag,company,last_update,last_values
RAIL,FreightCar America Inc. Common Stock,2000-01-01,0
RAIN,Rain Therapeutics Inc. Common Stock,2000-01-01,0
RAMMU,Aries I Acquisition Corporation Unit,2000-01-01,0
RAND,Rand Capital Corporation Common Stock,2000-01-01,0
RAPT,RAPT Therapeutics Inc. Common Stock,2000-01-01,0
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,2000-01-01,0
RAVE,Rave Restaurant Group Inc. Common Stock,2000-01-01,0
RAVN,Raven Industries Inc. Common Stock,2000-01-01,0
RBB,RBB Bancorp Common Stock,2000-01-01,0
RBBN,Ribbon Communications Inc. Common Stock,2000-01-01,0
RBCAA,Republic Bancorp Inc. Class A Common Stock,2000-01-01,0
RBCN,Rubicon Technology Inc. Common Stock,2000-01-01,0
RBKB,Rhinebeck Bancorp Inc. Common Stock,2000-01-01,0
RBNC,Reliant Bancorp Inc. Common Stock,2000-01-01,0
RCAT,Red Cat Holdings Inc. Common Stock,2000-01-01,0
RCEL,Avita Therapeutics Inc. Common Stock,2000-01-01,0
RCHG,Recharge Acquisition Corp. Class A Common Stock,2000-01-01,0
RCHGU,Recharge Acquisition Corp. Unit,2000-01-01,0
RCHGW,Recharge Acquisition Corp. Warrant,2000-01-01,0
RCII,Rent-A-Center Inc. Common Stock,2000-01-01,0
RCKT,Rocket Pharmaceuticals Inc. Common Stock,2000-01-01,0
RCKY,Rocky Brands Inc. Common Stock,2000-01-01,0
RCLF,Rosecliff Acquisition Corp I Class A Common Stock,2000-01-01,0
RCLFU,Rosecliff Acquisition Corp I Unit,2000-01-01,0
RCLFW,Rosecliff Acquisition Corp I Warrants,2000-01-01,0
RCM,R1 RCM Inc. Common Stock,2000-01-01,0
RCMT,RCM Technologies Inc. Common Stock,2000-01-01,0
RCON,Recon Technology Ltd. Class A Ordinary Shares,2000-01-01,0
RDCM,Radcom Ltd. Ordinary Shares,2000-01-01,0
RDFN,Redfin Corporation Common Stock,2000-01-01,0
RDHL,Redhill Biopharma Ltd. American Depositary Shares,2000-01-01,0
RDI,Reading International Inc Class A Common Stock,2000-01-01,0
RDIB,Reading International Inc Class B Common Stock,2000-01-01,0
RDNT,RadNet Inc. Common Stock,2000-01-01,0
RDUS,Radius Health Inc. Common Stock,2000-01-01,0
RDVT,Red Violet Inc. Common Stock ,2000-01-01,0
RDWR,Radware Ltd. Ordinary Shares,2000-01-01,0
REAL,The RealReal Inc. Common Stock,2000-01-01,0
REDU,RISE Education Cayman Ltd American Depositary Shares,2000-01-01,0
REED,Reeds Inc. Common Stock,2000-01-01,0
REFR,Research Frontiers Incorporated Common Stock,2000-01-01,0
REG,Regency Centers Corporation Common Stock,2000-01-01,0
REGI,Renewable Energy Group Inc. Common Stock,2000-01-01,0
REGN,Regeneron Pharmaceuticals Inc. Common Stock,2000-01-01,0
REKR,Rekor Systems Inc. Common Stock,2000-01-01,0
RELI,Reliance Global Group Inc. Common Stock,2000-01-01,0
RELIW,Reliance Global Group Inc. Series A Warrants,2000-01-01,0
RELL,Richardson Electronics Ltd. Common Stock,2000-01-01,0
REPH,Recro Pharma Inc. Common Stock,2000-01-01,0
REPL,Replimune Group Inc. Common Stock,2000-01-01,0
RESN,Resonant Inc. Common Stock,2000-01-01,0
RETA,Reata Pharmaceuticals Inc. Class A Common Stock,2000-01-01,0
RETO,ReTo Eco-Solutions Inc. Common Shares,2000-01-01,0
REVH,Revolution Healthcare Acquisition Corp. SAIL Class A Common Stock,2000-01-01,0
REVHU,Revolution Healthcare Acquisition Corp. SAIL Units,2000-01-01,0
REVHW,Revolution Healthcare Acquisition Corp. SAIL Warrant.,2000-01-01,0
REYN,Reynolds Consumer Products Inc. Common Stock,2000-01-01,0
RFIL,RF Industries Ltd. Common Stock,2000-01-01,0
RGCO,RGC Resources Inc. Common Stock,2000-01-01,0
RGEN,Repligen Corporation Common Stock,2000-01-01,0
RGLD,Royal Gold Inc. Common Stock,2000-01-01,0
RGLS,Regulus Therapeutics Inc. Common Stock,2000-01-01,0
RGNX,REGENXBIO Inc. Common Stock,2000-01-01,0
RGP,Resources Connection Inc. Common Stock,2000-01-01,0
RIBT,RiceBran Technologies Common Stock,2000-01-01,0
RICK,RCI Hospitality Holdings Inc. Common Stock,2000-01-01,0
RIDE,Lordstown Motors Corp. Class A Common Stock,2000-01-01,0
RIGL,Rigel Pharmaceuticals Inc. Common Stock,2000-01-01,0
RILY,B. Riley Financial Inc. Common Stock,2000-01-01,0
RILYG,B. Riley Financial Inc. 7.25% Senior Notes due 2027,2000-01-01,0
RILYH,B. Riley Financial Inc. 7.375% Senior Notes due 2023,2000-01-01,0
RILYI,B. Riley Financial Inc. 6.875% Senior Notes due 2023,2000-01-01,0
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,2000-01-01,0
RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,2000-01-01,0
RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025,2000-01-01,0
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,2000-01-01,0
RILYO,B. Riley Financial Inc. 6.75% Senior Notes due 2024,2000-01-01,0
RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,2000-01-01,0
RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,2000-01-01,0
RIOT,Riot Blockchain Inc.  Common Stock ,2000-01-01,0
RIVE,Riverview Financial Corporation Common Stock,2000-01-01,0
RKDA,Arcadia Biosciences Inc. Common Stock,2000-01-01,0
RLAY,Relay Therapeutics Inc. Common Stock,2000-01-01,0
RLMD,Relmada Therapeutics Inc. Common Stock,2000-01-01,0
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,2000-01-01,0
RMBL,RumbleOn Inc. Class B Common Stock,2000-01-01,0
RMBS,Rambus Inc. Common Stock,2000-01-01,0
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,2000-01-01,0
RMGB,RMG Acquisition Corp. II Class A Ordinary Shares,2000-01-01,0
RMGBU,RMG Acquisition Corp. II Unit,2000-01-01,0
RMGBW,RMG Acquisition Corp. II Warrant,2000-01-01,0
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,2000-01-01,0
RMGCU,RMG Acquisition Corp. III Unit,2000-01-01,0
RMNI,Rimini Street Inc. (DE) Common Stock,2000-01-01,0
RMR,The RMR Group Inc. Class A Common Stock,2000-01-01,0
RMRM,RMR Mortgage Trust Common Stock,2000-01-01,0
RMTI,Rockwell Medical Inc. (DE) Common Stock,2000-01-01,0
RNA,Avidity Biosciences Inc. Common Stock,2000-01-01,0
RNDB,Randolph Bancorp Inc. Common Stock,2000-01-01,0
RNLX,Renalytix AI plc American Depositary Shares,2000-01-01,0
RNST,Renasant Corporation Common Stock,2000-01-01,0
RNWK,RealNetworks Inc. Common Stock,2000-01-01,0
ROAD,Construction Partners Inc. Class A Common Stock,2000-01-01,0
ROCC,Roth CH Acquisition II Co. Common Stock,2000-01-01,0
ROCCU,Roth CH Acquisition II Co. Unit,2000-01-01,0
ROCCW,Roth CH Acquisition II Co. Warrant,2000-01-01,0
ROCK,Gibraltar Industries Inc. Common Stock,2000-01-01,0
ROCR,Roth CH Acquisition III Co. Common stock,2000-01-01,0
ROCRU,Roth CH Acquisition III Co. Unit,2000-01-01,0
ROCRW,Roth CH Acquisition III Co. Warrant,2000-01-01,0
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),2000-01-01,0
ROKU,Roku Inc. Class A Common Stock,2000-01-01,0
ROLL,RBC Bearings Incorporated Common Stock,2000-01-01,0
ROOT,Root Inc. Class A Common Stock,2000-01-01,0
ROST,Ross Stores Inc. Common Stock,2000-01-01,0
RPAY,Repay Holdings Corporation Class A Common Stock,2000-01-01,0
RPD,Rapid7 Inc. Common Stock,2000-01-01,0
RPHM,Reneo Pharmaceuticals Inc. Common Stock,2000-01-01,0
RPRX,Royalty Pharma plc Class A Ordinary Shares ,2000-01-01,0
RPTX,Repare Therapeutics Inc. Common Shares,2000-01-01,0
RRBI,Red River Bancshares Inc. Common Stock,2000-01-01,0
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,2000-01-01,0
RRR,Red Rock Resorts Inc. Class A Common Stock,2000-01-01,0
RSSS,Research Solutions Inc Common Stock,2000-01-01,0
RSVA,Rodgers Silicon Valley Acquisition Corp. Common Stock,2000-01-01,0
RSVAU,Rodgers Silicon Valley Acquisition Corp. Unit,2000-01-01,0
RSVAW,Rodgers Silicon Valley Acquisition Corp. Warrant,2000-01-01,0
RTLR,Rattler Midstream LP Common Units,2000-01-01,0
RTPY,Reinvent Technology Partners Y Class A Ordinary Shares,2000-01-01,0
RTPYU,Reinvent Technology Partners Y Unit,2000-01-01,0
RTPYW,Reinvent Technology Partners Y Warrant,2000-01-01,0
RUBY,Rubius Therapeutics Inc. Common Stock,2000-01-01,0
RUN,Sunrun Inc. Common Stock,2000-01-01,0
RUSHA,Rush Enterprises Inc. Common Stock Cl A,2000-01-01,0
RUSHB,Rush Enterprises Inc. Class B,2000-01-01,0
RUTH,Ruth's Hospitality Group Inc. Common Stock,2000-01-01,0
RVMD,Revolution Medicines Inc. Common Stock,2000-01-01,0
RVNC,Revance Therapeutics Inc. Common Stock,2000-01-01,0
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,2000-01-01,0
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,2000-01-01,0
RVSB,Riverview Bancorp Inc Common Stock,2000-01-01,0
RWLK,ReWalk Robotics Ltd. Ordinary Shares,2000-01-01,0
RXDX,Prometheus Biosciences Inc. Common Stock,2000-01-01,0
RXRA,RXR Acquisition Corp. Class A Common Stock,2000-01-01,0
RXRAU,RXR Acquisition Corp. Units,2000-01-01,0
RXRAW,RXR Acquisition Corp. Warrants to purchase Class A common stock,2000-01-01,0
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,2000-01-01,0
RXT,Rackspace Technology Inc. Common Stock,2000-01-01,0
RYAAY,Ryanair Holdings plc American Depositary Shares,2000-01-01,0
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,2000-01-01,0
RZLT,Rezolute Inc. Common Stock,2000-01-01,0
SABR,Sabre Corporation Common Stock,2000-01-01,0
SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,2000-01-01,0
SAFM,Sanderson Farms Inc. Common Stock,2000-01-01,0
SAFT,Safety Insurance Group Inc. Common Stock,2000-01-01,0
SAGE,Sage Therapeutics Inc. Common Stock,2000-01-01,0
SAIA,Saia Inc. Common Stock,2000-01-01,0
SAII,Software Acquisition Group Inc. II Class A Common Stock,2000-01-01,0
SAIIU,Software Acquisition Group Inc. II Unit,2000-01-01,0
SAIIW,Software Acquisition Group Inc. II Warrant,2000-01-01,0
SAL,Salisbury Bancorp Inc. Common Stock,2000-01-01,0
SALM,Salem Media Group Inc. Class A Common Stock,2000-01-01,0
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,2000-01-01,0
SANA,Sana Biotechnology Inc. Common Stock,2000-01-01,0
SANM,Sanmina Corporation Common Stock,2000-01-01,0
SANW,S&W Seed Company Common Stock (NV),2000-01-01,0
SASR,Sandy Spring Bancorp Inc. Common Stock,2000-01-01,0
SATS,EchoStar  Corporation Common Stock,2000-01-01,0
SAVA,Cassava Sciences Inc. Common Stock,2000-01-01,0
SBAC,SBA Communications Corporation Class A Common Stock,2000-01-01,0
SBBP,Strongbridge Biopharma plc Ordinary Shares,2000-01-01,0
SBCF,Seacoast Banking Corporation of Florida Common Stock,2000-01-01,0
SBEA,SilverBox Engaged Merger Corp I Class A Common Stock,2000-01-01,0
SBEAU,SilverBox Engaged Merger Corp I Units,2000-01-01,0
SBEAW,SilverBox Engaged Merger Corp I Warrant,2000-01-01,0
SBFG,SB Financial Group Inc. Common Stock,2000-01-01,0
SBGI,Sinclair Broadcast Group Inc. Class A Common Stock,2000-01-01,0
SBLK,Star Bulk Carriers Corp. Common Shares,2000-01-01,0
SBLKZ,Star Bulk Carriers Corp. 8.30% Senior Notes due 2022,2000-01-01,0
SBNY,Signature Bank Common Stock,2000-01-01,0
SBNYP,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock,2000-01-01,0
SBRA,Sabra Health Care REIT Inc. Common Stock,2000-01-01,0
SBSI,Southside Bancshares Inc. Common Stock,2000-01-01,0
SBT,Sterling Bancorp Inc. Common Stock,2000-01-01,0
SBTX,Silverback Therapeutics Inc. Common Stock,2000-01-01,0
SBUX,Starbucks Corporation Common Stock,2000-01-01,0
SCAQ,Stratim Cloud Acquisition Corp. Class A Common Stock,2000-01-01,0
SCAQU,Stratim Cloud Acquisition Corp. Unit,2000-01-01,0
SCAQW,Stratim Cloud Acquisition Corp. Warrant,2000-01-01,0
SCHL,Scholastic Corporation Common Stock,2000-01-01,0
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,2000-01-01,0
SCKT,Socket Mobile Inc. Common Stock,2000-01-01,0
SCLE,Broadscale Acquisition Corp. Class A common stock,2000-01-01,0
SCLEU,Broadscale Acquisition Corp. Units,2000-01-01,0
SCLEW,Broadscale Acquisition Corp. Warrant,2000-01-01,0
SCOA,ScION Tech Growth I Class A Ordinary Shares,2000-01-01,0
SCOAU,ScION Tech Growth I Unit,2000-01-01,0
SCOAW,ScION Tech Growth I Warrant,2000-01-01,0
SCOB,ScION Tech Growth II Class A Ordinary Shares,2000-01-01,0
SCOBU,ScION Tech Growth II Units,2000-01-01,0
SCOBW,ScION Tech Growth II Warrants,2000-01-01,0
SCOR,comScore Inc. Common Stock,2000-01-01,0
SCPH,scPharmaceuticals Inc. Common Stock,2000-01-01,0
SCPL,SciPlay Corporation Class A Common Stock,2000-01-01,0
SCPS,Scopus BioPharma Inc. Common Stock,2000-01-01,0
SCR,Score Media and Gaming Inc. Class A Subordinate Voting Shares,2000-01-01,0
SCSC,ScanSource Inc. Common Stock,2000-01-01,0
SCVL,Shoe Carnival Inc. Common Stock,2000-01-01,0
SCWX,SecureWorks Corp. Class A Common Stock,2000-01-01,0
SCYX,SCYNEXIS Inc. Common Stock,2000-01-01,0
SDAC,Sustainable Development Acquisition I Corp. Class A Common Stock,2000-01-01,0
SDACU,Sustainable Development Acquisition I Corp. Unit,2000-01-01,0
SDACW,Sustainable Development Acquisition I Corp. Warrant,2000-01-01,0
SDC,SmileDirectClub Inc. Class A Common Stock,2000-01-01,0
SDGR,Schrodinger Inc. Common Stock,2000-01-01,0
SDH,Global Internet of People Inc. Ordinary Shares,2000-01-01,0
SEAC,SeaChange International Inc. Common Stock,2000-01-01,0
SECO,Secoo Holding Limited ADR,2000-01-01,0
SEDG,SolarEdge Technologies Inc. Common Stock,2000-01-01,0
SEED,Origin Agritech Limited Common Stock,2000-01-01,0
SEEL,Seelos Therapeutics Inc. Common Stock,2000-01-01,0
SEER,Seer Inc. Class A Common Stock,2000-01-01,0
SEIC,SEI Investments Company Common Stock,2000-01-01,0
SELB,Selecta Biosciences Inc. Common Stock,2000-01-01,0
SELF,Global Self Storage Inc. Common Stock,2000-01-01,0
SENEA,Seneca Foods Corp. Class A Common Stock,2000-01-01,0
SENEB,Seneca Foods Corp. Class B Common Stock,2000-01-01,0
SESN,Sesen Bio Inc. Common Stock,2000-01-01,0
SFBC,Sound Financial Bancorp Inc. Common Stock,2000-01-01,0
SFBS,ServisFirst Bancshares Inc. Common Stock,2000-01-01,0
SFET,Safe-T Group Ltd. American Depositary Share,2000-01-01,0
SFIX,Stitch Fix Inc. Class A Common Stock,2000-01-01,0
SFM,Sprouts Farmers Market Inc. Common Stock,2000-01-01,0
SFNC,Simmons First National Corporation Class A Common Stock,2000-01-01,0
SFST,Southern First Bancshares Inc. Common Stock,2000-01-01,0
SFT,Shift Technologies Inc. Class A Common Stock,2000-01-01,0
SGA,Saga Communications Inc. Class A Common Stock (FL),2000-01-01,0
SGAM,Seaport Global Acquisition Corp. Class A Common Stock,2000-01-01,0
SGAMU,Seaport Global Acquisition Corp. Unit,2000-01-01,0
SGAMW,Seaport Global Acquisition Corp. Warrant,2000-01-01,0
SGBX,SG Blocks Inc. Common Stock,2000-01-01,0
SGC,Superior Group of Companies Inc. Common Stock,2000-01-01,0
SGEN,Seagen Inc. Common Stock,2000-01-01,0
SGH,SMART Global Holdings Inc. Ordinary Shares,2000-01-01,0
SGLB,Sigma Labs Inc. Common Stock,2000-01-01,0
SGLBW,Sigma Labs Inc. Warrant,2000-01-01,0
SGMA,SigmaTron International Inc. Common Stock,2000-01-01,0
SGMO,Sangamo Therapeutics Inc. Common Stock,2000-01-01,0
SGMS,Scientific Games Corp Common Stock,2000-01-01,0
SGOC,SGOCO Group Ltd Ordinary Shares (Cayman Islands),2000-01-01,0
SGRP,SPAR Group Inc. Common Stock,2000-01-01,0
SGRY,Surgery Partners Inc. Common Stock,2000-01-01,0
SGTX,Sigilon Therapeutics Inc. Common Stock,2000-01-01,0
SHAC,SCP & CO Healthcare Acquisition Company Class A Common Stock,2000-01-01,0
SHACU,SCP & CO Healthcare Acquisition Company Unit,2000-01-01,0
SHACW,SCP & CO Healthcare Acquisition Company Warrant,2000-01-01,0
SHBI,Shore Bancshares Inc Common Stock,2000-01-01,0
SHC,Sotera Health Company Common Stock,2000-01-01,0
SHEN,Shenandoah Telecommunications Co Common Stock,2000-01-01,0
SHIP,Seanergy Maritime Holdings Corp Common Stock,2000-01-01,0
SHIPW,Seanergy Maritime Holdings Corp Class A Warrants,2000-01-01,0
SHIPZ,Seanergy Maritime Holdings Corp Class B Warrant,2000-01-01,0
SHLS,Shoals Technologies Group Inc. Class A Common Stock,2000-01-01,0
SHOO,Steven Madden Ltd. Common Stock,2000-01-01,0
SHSP,SharpSpring Inc. Common Stock,2000-01-01,0
SHYF,The Shyft Group Inc. Common Stock,2000-01-01,0
SIBN,SI-BONE Inc. Common Stock,2000-01-01,0
SIC,Select Interior Concepts Inc. Class A Common Stock,2000-01-01,0
SIEB,Siebert Financial Corp. Common Stock,2000-01-01,0
SIEN,Sientra Inc. Common Stock,2000-01-01,0
SIFY,Sify Technologies Limited American Depositary Shares,2000-01-01,0
SIGA,SIGA Technologies Inc. Common Stock,2000-01-01,0
SIGI,Selective Insurance Group Inc. Common Stock,2000-01-01,0
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,2000-01-01,0
SILC,Silicom Ltd Ordinary Shares,2000-01-01,0
SILK,Silk Road Medical Inc. Common Stock,2000-01-01,0
SIMO,Silicon Motion Technology Corporation American Depositary Shares,2000-01-01,0
SINO,Sino-Global Shipping America Ltd. Common Stock,2000-01-01,0
SINT,SiNtx Technologies Inc. Common Stock,2000-01-01,0
SIOX,Sio Gene Therapies Inc. Common Stock,2000-01-01,0
SIRI,Sirius XM Holdings Inc. Common Stock,2000-01-01,0
SITM,SiTime Corporation Common Stock,2000-01-01,0
SIVB,SVB Financial Group Common Stock,2000-01-01,0
SIVBP,SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,2000-01-01,0
SJ,Scienjoy Holding Corporation Ordinary Shares,2000-01-01,0
SKIN,The Beauty Health Company Class A Common Stock,2000-01-01,0
SKINW,The Beauty Health Company Warrant expiring 5/4/2026,2000-01-01,0
SKYAU,Skydeck Acquisition Corp. Units,2000-01-01,0
SKYT,SkyWater Technology Inc. Common Stock,2000-01-01,0
SKYW,SkyWest Inc. Common Stock,2000-01-01,0
SLAB,Silicon Laboratories Inc. Common Stock,2000-01-01,0
SLAM,Slam Corp. Class A Ordinary Share,2000-01-01,0
SLAMU,Slam Corp. Unit,2000-01-01,0
SLAMW,Slam Corp. warrant,2000-01-01,0
SLCR,Silver Crest Acquisition Corporation Class A Ordinary Share,2000-01-01,0
SLCRU,Silver Crest Acquisition Corporation Unit,2000-01-01,0
SLCRW,Silver Crest Acquisition Corporation Warrant,2000-01-01,0
SLCT,Select Bancorp Inc. Common Stock,2000-01-01,0
SLDB,Solid Biosciences Inc. Common Stock,2000-01-01,0
SLGG,Super League Gaming Inc. Common Stock,2000-01-01,0
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,2000-01-01,0
SLGN,Silgan Holdings Inc. Common Stock,2000-01-01,0
SLM,SLM Corporation Common Stock,2000-01-01,0
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,2000-01-01,0
SLN,Silence Therapeutics Plc American Depository Share,2000-01-01,0
SLNG,Stabilis Solutions Inc. Common Stock,2000-01-01,0
SLNO,Soleno Therapeutics Inc. Common Stock,2000-01-01,0
SLP,Simulations Plus Inc. Common Stock,2000-01-01,0
SLRC,SLR Investment Corp. Common Stock,2000-01-01,0
SLRX,Salarius Pharmaceuticals Inc. Common Stock,2000-01-01,0
SLS,SELLAS Life Sciences Group Inc. Common Stock,2000-01-01,0
SMBC,Southern Missouri Bancorp Inc. Common Stock,2000-01-01,0
SMBK,SmartFinancial Inc. Common Stock,2000-01-01,0
SMCI,Super Micro Computer Inc. Common Stock,2000-01-01,0
SMED,Sharps Compliance Corp. Common Stock,2000-01-01,0
SMID,Smith-Midland Corporation Common Stock,2000-01-01,0
SMIT,Schmitt Industries Inc. Common Stock,2000-01-01,0
SMMF,Summit Financial Group Inc. Common Stock,2000-01-01,0
SMMT,Summit Therapeutics Inc. Common Stock ,2000-01-01,0
SMPL,The Simply Good Foods Company Common Stock,2000-01-01,0
SMSI,Smith Micro Software Inc. Common Stock,2000-01-01,0
SMTC,Semtech Corporation Common Stock,2000-01-01,0
SMTI,Sanara MedTech Inc. Common Stock,2000-01-01,0
SNBR,Sleep Number Corporation Common Stock,2000-01-01,0
SNCR,Synchronoss Technologies Inc. Common Stock,2000-01-01,0
SNCY,Sun Country Airlines Holdings Inc. Common Stock,2000-01-01,0
SND,Smart Sand Inc. Common Stock,2000-01-01,0
SNDL,Sundial Growers Inc. Common Shares,2000-01-01,0
SNDX,Syndax Pharmaceuticals Inc. Common Stock,2000-01-01,0
SNES,SenesTech Inc. Common Stock,2000-01-01,0
SNEX,StoneX Group Inc. Common Stock,2000-01-01,0
SNFCA,Security National Financial Corporation Class A Common Stock,2000-01-01,0
SNGX,Soligenix Inc. Common Stock,2000-01-01,0
SNGXW,Soligenix Inc. Warrant,2000-01-01,0
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,2000-01-01,0
SNPS,Synopsys Inc. Common Stock,2000-01-01,0
SNRH,Senior Connect Acquisition Corp. I Class A Common Stock,2000-01-01,0
SNRHU,Senior Connect Acquisition Corp. I Unit,2000-01-01,0
SNRHW,Senior Connect Acquisition Corp. I Warrant,2000-01-01,0
SNSE,Sensei Biotherapeutics Inc. Common Stock,2000-01-01,0
SNY,Sanofi ADR,2000-01-01,0
SOHO,Sotherly Hotels Inc. Common Stock,2000-01-01,0
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,2000-01-01,0
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,2000-01-01,0
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,2000-01-01,0
SOHU,Sohu.com Limited American Depositary Shares,2000-01-01,0
SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,2000-01-01,0
SOLOW,Electrameccanica Vehicles Corp. Ltd. Warrants,2000-01-01,0
SOLY,Soliton Inc. Common Stock,2000-01-01,0
SONM,Sonim Technologies Inc. Common Stock,2000-01-01,0
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,2000-01-01,0
SONO,Sonos Inc. Common Stock,2000-01-01,0
SP,SP Plus Corporation Common Stock,2000-01-01,0
SPCB,SuperCom Ltd. Ordinary Shares (Israel),2000-01-01,0
SPFI,South Plains Financial Inc. Common Stock,2000-01-01,0
SPI,SPI Energy Co. Ltd. Ordinary Shares,2000-01-01,0
SPKB,Silver Spike Acquisition Corp II Class A Ordinary Shares,2000-01-01,0
SPKBU,Silver Spike Acquisition Corp II Units,2000-01-01,0
SPKBW,Silver Spike Acquisition Corp II Warrant,2000-01-01,0
SPKE,Spark Energy Inc. Class A Common Stock,2000-01-01,0
SPKEP,Spark Energy Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,2000-01-01,0
SPLK,Splunk Inc. Common Stock,2000-01-01,0
SPNE,SeaSpine Holdings Corporation Common Stock,2000-01-01,0
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),2000-01-01,0
SPOK,Spok Holdings Inc. Common Stock,2000-01-01,0
SPPI,Spectrum Pharmaceuticals Inc.Common Stock,2000-01-01,0
SPRB,Spruce Biosciences Inc. Common Stock,2000-01-01,0
SPRO,Spero Therapeutics Inc. Common Stock,2000-01-01,0
SPRT,Support.com Inc. Common Stock,2000-01-01,0
SPSC,SPS Commerce Inc. Common Stock,2000-01-01,0
SPT,Sprout Social Inc Class A Common Stock,2000-01-01,0
SPTK,SportsTek Acquisition Corp. Class A Common Stock,2000-01-01,0
SPTKU,SportsTek Acquisition Corp. Unit,2000-01-01,0
SPTN,SpartanNash Company Common Stock,2000-01-01,0
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,2000-01-01,0
SPWR,SunPower Corporation Common Stock,2000-01-01,0
SQBG,Sequential Brands Group Inc. Common Stock,2000-01-01,0
SQFT,Presidio Property Trust Inc. Class A Common Stock,2000-01-01,0
SRAC,Stable Road Acquisition Corp. Class A Common Stock,2000-01-01,0
SRACU,Stable Road Acquisition Corp. Unit,2000-01-01,0
SRACW,Stable Road Acquisition Corp. Warrant,2000-01-01,0
SRAX,SRAX Inc. Class A Common Stock,2000-01-01,0
SRCE,1st Source Corporation Common Stock,2000-01-01,0
SRCL,Stericycle Inc. Common Stock,2000-01-01,0
SRDX,Surmodics Inc. Common Stock,2000-01-01,0
SREV,ServiceSource International Inc. Common Stock,2000-01-01,0
SRGA,Surgalign Holdings Inc. Common Stock,2000-01-01,0
SRNE,Sorrento Therapeutics Inc.  Common Stock,2000-01-01,0
SRNG,Soaring Eagle Acquisition Corp. Class A Ordinary Share,2000-01-01,0
SRNGU,Soaring Eagle Acquisition Corp. Unit,2000-01-01,0
SRNGW,Soaring Eagle Acquisition Corp. Warrant,2000-01-01,0
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),2000-01-01,0
SRRA,Sierra Oncology Inc. Common Stock,2000-01-01,0
SRRK,Scholar Rock Holding Corporation Common Stock,2000-01-01,0
SRSA,Sarissa Capital Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
SRSAW,Sarissa Capital Acquisition Corp. Warrants,2000-01-01,0
SRTS,Sensus Healthcare Inc. Common Stock,2000-01-01,0
SSAA,Science Strategic Acquisition Corp. Alpha Class A Common Stock,2000-01-01,0
SSAAU,Science Strategic Acquisition Corp. Alpha Unit,2000-01-01,0
SSAAW,Science Strategic Acquisition Corp. Alpha Warrant,2000-01-01,0
SSB,South State Corporation Common Stock,2000-01-01,0
SSBI,Summit State Bank Common Stock,2000-01-01,0
SSKN,Strata Skin Sciences Inc. Common Stock,2000-01-01,0
SSNC,SS&C Technologies Holdings Inc. Common Stock,2000-01-01,0
SSNT,SilverSun Technologies Inc. Common Stock,2000-01-01,0
SSP,E.W. Scripps Company (The) Class A Common Stock,2000-01-01,0
SSPK,Silver Spike Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
SSPKU,Silver Spike Acquisition Corp. Units,2000-01-01,0
